epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,3366.45,0.83226,1.27972,0.72859,1.10246,0.819,0.66507,0.77568,0.56583,0.83065,0.68926,0.78643,0.55654,0.98343,1.55461,0.96888,1.19919,0.000181703,0.000181703,0.000181703
92,3402.82,0.81287,1.28291,0.70187,1.10103,0.80506,0.6977,0.78337,0.5765,0.81303,0.7094,0.79264,0.56685,0.97855,1.61281,0.97976,1.20947,0.0001652,0.0001652,0.0001652
93,3439.81,0.81667,1.25054,0.69355,1.09731,0.81693,0.68964,0.78186,0.56766,0.81702,0.69562,0.79334,0.56439,0.98464,1.59836,0.9806,1.21279,0.000148696,0.000148696,0.000148696
94,3476.45,0.80678,1.24116,0.68788,1.09238,0.79247,0.68433,0.77601,0.5781,0.80656,0.69926,0.79121,0.56887,0.96609,1.5966,1.01444,1.20017,0.000132193,0.000132193,0.000132193
95,3513.03,0.80421,1.23967,0.67928,1.09308,0.78779,0.69732,0.78521,0.58019,0.80583,0.71136,0.79752,0.57397,0.96546,1.60929,0.99417,1.1968,0.00011569,0.00011569,0.00011569
96,3549.78,0.79636,1.2279,0.66312,1.08748,0.78876,0.68811,0.78399,0.58142,0.79202,0.69064,0.79178,0.56424,0.96363,1.6249,0.99785,1.19947,9.91865e-05,9.91865e-05,9.91865e-05
97,3586.94,0.78566,1.22083,0.65804,1.07926,0.83625,0.68202,0.79144,0.58382,0.83987,0.68456,0.79959,0.57345,0.96975,1.62714,0.96248,1.2066,8.26832e-05,8.26832e-05,8.26832e-05
98,3623.58,0.76582,1.17867,0.63458,1.07052,0.82274,0.67654,0.7916,0.58972,0.82808,0.68085,0.79976,0.5781,0.96183,1.62282,0.96333,1.19851,6.61799e-05,6.61799e-05,6.61799e-05
99,3660.68,0.7821,1.21599,0.64479,1.07535,0.81256,0.70764,0.79296,0.59236,0.81949,0.71196,0.80183,0.57623,0.96611,1.61719,0.97454,1.19898,4.96766e-05,4.96766e-05,4.96766e-05
100,3697.78,0.77861,1.20962,0.63996,1.06502,0.83447,0.68192,0.78783,0.58655,0.83986,0.68623,0.7986,0.57446,0.96538,1.62106,0.97337,1.19872,3.31733e-05,3.31733e-05,3.31733e-05
