epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,3542.96,1.21974,1.58204,1.137,1.31919,0.77284,0.68301,0.75746,0.53284,0.7326,0.68784,0.75871,0.53098,1.10392,1.74776,1.10198,1.3408,0.000808828,0.000808828,0.000808828
54,3609.5,1.20879,1.57336,1.15497,1.31257,0.78926,0.64168,0.74389,0.52775,0.74426,0.70254,0.75424,0.52117,1.10121,1.60841,1.08451,1.3311,0.000792325,0.000792325,0.000792325
55,3676.09,1.21352,1.59975,1.14372,1.30879,0.76637,0.63404,0.74692,0.52273,0.82369,0.60582,0.75493,0.51503,1.13266,1.61871,1.1371,1.35473,0.000775822,0.000775822,0.000775822
56,3742.56,1.20422,1.57151,1.14117,1.30771,0.77416,0.68823,0.7535,0.53352,0.7785,0.69064,0.75831,0.52613,1.10059,1.70368,1.05784,1.35817,0.000759318,0.000759318,0.000759318
57,3809.09,1.18321,1.54586,1.09629,1.29436,0.7885,0.68533,0.76335,0.53845,0.78121,0.68357,0.76101,0.52725,1.0972,1.68546,1.07886,1.34037,0.000742815,0.000742815,0.000742815
58,3875.91,1.20891,1.58034,1.12383,1.29407,0.76333,0.68774,0.75815,0.53975,0.76282,0.68517,0.75561,0.53654,1.08334,1.66966,1.06345,1.32785,0.000726312,0.000726312,0.000726312
59,3942.55,1.17401,1.55413,1.09435,1.28699,0.77408,0.67035,0.75897,0.53725,0.78458,0.6705,0.76171,0.5275,1.08286,1.67576,1.08034,1.34729,0.000709809,0.000709809,0.000709809
60,4009.09,1.15371,1.53798,1.06226,1.26816,0.81762,0.68689,0.77057,0.54663,0.81482,0.68435,0.76907,0.54602,1.09431,1.69243,1.03708,1.3511,0.000693305,0.000693305,0.000693305
61,4076.09,1.15616,1.52654,1.04901,1.2616,0.75164,0.70386,0.76424,0.55178,0.75271,0.69753,0.76929,0.5402,1.05881,1.7112,1.01446,1.32081,0.000676802,0.000676802,0.000676802
62,4143.1,1.15921,1.49412,1.04949,1.25605,0.76829,0.68084,0.76065,0.55083,0.7798,0.68845,0.76476,0.54745,1.08947,1.74375,1.02653,1.35443,0.000660299,0.000660299,0.000660299
63,4209.68,1.15068,1.51059,1.04796,1.26162,0.8175,0.67246,0.77513,0.55963,0.82479,0.68008,0.78398,0.54441,1.07436,1.66314,0.99517,1.32529,0.000643795,0.000643795,0.000643795
64,4276.21,1.1419,1.49423,1.02843,1.25612,0.75004,0.70254,0.7645,0.55355,0.75135,0.72884,0.77727,0.54839,1.08316,1.62891,1.01548,1.32764,0.000627292,0.000627292,0.000627292
65,4342.76,1.13792,1.46782,1.02801,1.26556,0.77278,0.6879,0.76182,0.55321,0.76834,0.69195,0.76789,0.54424,1.06133,1.61647,1.01993,1.30799,0.000610789,0.000610789,0.000610789
66,4409.43,1.12007,1.45139,1.00168,1.23744,0.80951,0.69322,0.78554,0.58188,0.82262,0.69398,0.78964,0.57477,1.04247,1.62302,0.97533,1.32388,0.000594286,0.000594286,0.000594286
67,4476.32,1.10612,1.45367,0.99742,1.24616,0.78134,0.66719,0.77135,0.54869,0.78451,0.66939,0.77421,0.55053,1.07003,1.59967,1.01432,1.3335,0.000577782,0.000577782,0.000577782
68,4542.97,1.11333,1.44006,0.98285,1.24396,0.81988,0.62278,0.75882,0.55061,0.82905,0.63919,0.77598,0.55029,1.05438,1.6811,1.03169,1.32309,0.000561279,0.000561279,0.000561279
69,4609.91,1.11411,1.45386,0.99493,1.23594,0.784,0.69801,0.78665,0.56398,0.78596,0.69878,0.78901,0.55982,1.05288,1.66241,0.99111,1.3226,0.000544776,0.000544776,0.000544776
70,4676.62,1.09911,1.43217,0.98125,1.23996,0.85868,0.6567,0.7801,0.56342,0.85032,0.65617,0.78709,0.55421,1.04665,1.62478,0.96498,1.3107,0.000528272,0.000528272,0.000528272
71,4743.21,1.09045,1.41089,0.97134,1.24651,0.82323,0.71933,0.79107,0.56532,0.82387,0.7201,0.79451,0.55251,1.08026,1.67013,0.98678,1.35366,0.000511769,0.000511769,0.000511769
72,4810.05,1.07998,1.39184,0.93471,1.23273,0.80015,0.71429,0.78816,0.56955,0.79853,0.71251,0.78437,0.56047,1.05065,1.64072,0.98034,1.31938,0.000495266,0.000495266,0.000495266
73,4876.61,1.06064,1.38887,0.90983,1.21094,0.82072,0.68804,0.78857,0.56791,0.81815,0.6855,0.78635,0.54975,1.04446,1.69688,0.9823,1.30319,0.000478762,0.000478762,0.000478762
74,4943.33,1.0965,1.41079,0.95095,1.23843,0.77783,0.69984,0.78196,0.55916,0.82593,0.66265,0.78757,0.54765,1.06785,1.55301,1.03739,1.31033,0.000462259,0.000462259,0.000462259
75,5009.86,1.09644,1.41697,0.95777,1.21292,0.79178,0.70717,0.78415,0.56811,0.79108,0.70641,0.78953,0.56,1.02563,1.6231,0.97538,1.29015,0.000445756,0.000445756,0.000445756
76,5076.48,1.07183,1.40335,0.94453,1.21338,0.7962,0.67444,0.78446,0.56605,0.79322,0.67013,0.78223,0.55381,1.05246,1.60981,0.98984,1.32987,0.000429253,0.000429253,0.000429253
77,5142.75,1.05362,1.35941,0.90383,1.21326,0.81228,0.67918,0.77829,0.56907,0.78944,0.70376,0.78305,0.56174,1.05264,1.5879,0.98426,1.32897,0.000412749,0.000412749,0.000412749
78,5209.67,1.04545,1.37474,0.8955,1.18933,0.77975,0.73681,0.78589,0.5758,0.79747,0.72035,0.78691,0.56122,1.01366,1.6557,0.9597,1.29796,0.000396246,0.000396246,0.000396246
79,5276.23,1.04747,1.35929,0.90798,1.20503,0.79669,0.73177,0.78729,0.56935,0.79408,0.72989,0.7864,0.56068,1.04456,1.61311,0.95184,1.31907,0.000379743,0.000379743,0.000379743
80,5342.89,1.06012,1.37514,0.91068,1.20698,0.78893,0.69259,0.77304,0.56548,0.78811,0.70584,0.7787,0.55553,1.04093,1.58152,0.97191,1.30848,0.000363239,0.000363239,0.000363239
81,5409.55,1.04375,1.34141,0.88473,1.19192,0.82561,0.70847,0.79544,0.57283,0.82029,0.71241,0.79561,0.5646,1.04892,1.57,0.95029,1.30222,0.000346736,0.000346736,0.000346736
82,5476.71,1.01561,1.33498,0.86655,1.18018,0.82369,0.65805,0.78395,0.57621,0.82037,0.65551,0.78616,0.56866,1.02546,1.59439,0.98286,1.29901,0.000330233,0.000330233,0.000330233
83,5543.24,1.02382,1.34697,0.8646,1.17812,0.73735,0.77099,0.80115,0.58858,0.75079,0.76748,0.80367,0.57761,1.02715,1.56146,0.91588,1.31468,0.000313729,0.000313729,0.000313729
84,5609.91,1.01822,1.31452,0.85227,1.17055,0.82595,0.69346,0.79844,0.58308,0.82154,0.69854,0.80103,0.57432,1.02427,1.5992,0.93139,1.30757,0.000297226,0.000297226,0.000297226
85,5676.23,1.00428,1.31992,0.84388,1.17141,0.82776,0.69972,0.80375,0.58117,0.83288,0.70403,0.81622,0.58401,1.02523,1.51884,0.92109,1.31434,0.000280723,0.000280723,0.000280723
86,5743.06,1.00253,1.28784,0.84212,1.165,0.81648,0.69725,0.79358,0.58345,0.82818,0.69787,0.80184,0.57692,1.00634,1.63313,0.94371,1.30116,0.00026422,0.00026422,0.00026422
87,5809.67,1.01251,1.29377,0.82647,1.17093,0.74004,0.76109,0.79866,0.5815,0.81652,0.70205,0.80113,0.57827,1.02358,1.58245,0.91839,1.30466,0.000247716,0.000247716,0.000247716
